Species	Symbol	Ensembl	Family	Protein	Entrez ID
Canis_familiaris	-	ENSCAFG00000010704	SAND	ENSCAFP00000015760;	-
Canis_familiaris	DNAJC2	ENSCAFG00000004235	MYB	ENSCAFP00000006293;	483275
Canis_familiaris	-	ENSCAFG00000016361	zf-C2H2	ENSCAFP00000024082;	100688431
Canis_familiaris	RARA	ENSCAFG00000016060	THR-like	ENSCAFP00000030948;ENSCAFP00000010481;	480526
Canis_familiaris	PRDM6	ENSCAFG00000023666	zf-C2H2	ENSCAFP00000031903;	100687856
Canis_familiaris	-	ENSCAFG00000031202	zf-C2H2	ENSCAFP00000037002;	484590
Canis_familiaris	ETV2	ENSCAFG00000006916	ETS	ENSCAFP00000010285;	612646
Canis_familiaris	ZNF664	ENSCAFG00000006994	zf-C2H2	ENSCAFP00000010378;	100687539
Canis_familiaris	FEZF2	ENSCAFG00000007121	zf-C2H2	ENSCAFP00000010567;	476568
Canis_familiaris	SMARCA5	ENSCAFG00000007525	MYB	ENSCAFP00000011181;	475451
Canis_familiaris	SMAD4	ENSCAFG00000000164	MH1	ENSCAFP00000000241;	476196
Canis_familiaris	-	ENSCAFG00000032123	zf-C2H2	ENSCAFP00000038718;	611075
Canis_familiaris	ZNF304	ENSCAFG00000030247	zf-C2H2	ENSCAFP00000037518;	476369
Canis_familiaris	POU4F2	ENSCAFG00000007756	Pou	ENSCAFP00000011483;	482637
Canis_familiaris	ZKSCAN2	ENSCAFG00000017477	zf-C2H2	ENSCAFP00000025754;	100855831
Canis_familiaris	NSD2	ENSCAFG00000014951	HMG	ENSCAFP00000022033;ENSCAFP00000036806;	479077
Canis_familiaris	ZNF771	ENSCAFG00000016591	zf-C2H2	ENSCAFP00000024402;	489902
Canis_familiaris	FOS	ENSCAFG00000017040	TF_bZIP	ENSCAFP00000025086;	490792
Canis_familiaris	LBX2	ENSCAFG00000029526	Homeobox	ENSCAFP00000039470;	483103
Canis_familiaris	HOXD10	ENSCAFG00000013447	Homeobox	ENSCAFP00000019805;	609973
Canis_familiaris	MAFK	ENSCAFG00000016491	TF_bZIP	ENSCAFP00000024276;	100856391
Canis_familiaris	ZBED2	ENSCAFG00000030690	zf-BED	ENSCAFP00000039104;	487971
Canis_familiaris	ONECUT1	ENSCAFG00000015867	CUT	ENSCAFP00000023336;	487558
Canis_familiaris	BHLHE41	ENSCAFG00000031081	bHLH	ENSCAFP00000040944;	-
Canis_familiaris	IRF9	ENSCAFG00000012007	IRF	ENSCAFP00000017672;	607899
Canis_familiaris	POU3F2	ENSCAFG00000029595	Pou	ENSCAFP00000038966;	-
Canis_familiaris	ZFP90	ENSCAFG00000020307	zf-C2H2	ENSCAFP00000041072;ENSCAFP00000030120;	100683215
Canis_familiaris	PROX2	ENSCAFG00000016985	HPD	ENSCAFP00000024995;	100855765
Canis_familiaris	NFE2L3	ENSCAFG00000002865	TF_bZIP	ENSCAFP00000004239;	482364
Canis_familiaris	ZSCAN25	ENSCAFG00000014967	zf-C2H2	ENSCAFP00000022038;	489853
Canis_familiaris	HBP1	ENSCAFG00000003939	HMG	ENSCAFP00000005867;	475886
Canis_familiaris	ZBTB16	ENSCAFG00000013538	ZBTB	ENSCAFP00000019943;ENSCAFP00000019943;	489398
Canis_familiaris	-	ENSCAFG00000000519	zf-C2H2	ENSCAFP00000000741;	474655
Canis_familiaris	-	ENSCAFG00000017486	Fork_head	ENSCAFP00000025768;	-
Canis_familiaris	POU3F3	ENSCAFG00000003463	Pou	ENSCAFP00000005157;	-
Canis_familiaris	ZNF18	ENSCAFG00000017843	zf-C2H2	ENSCAFP00000026325;	479505
Canis_familiaris	PAX4	ENSCAFG00000001719	PAX	ENSCAFP00000040462;ENSCAFP00000002500;	-
Canis_familiaris	ZNF239	ENSCAFG00000031910	zf-C2H2	ENSCAFP00000037084;	100683273
Canis_familiaris	FOXJ3	ENSCAFG00000002563	Fork_head	ENSCAFP00000003731;	475310
Canis_familiaris	KLF10	ENSCAFG00000000638	zf-C2H2	ENSCAFP00000000902;	481992
Canis_familiaris	TRERF1	ENSCAFG00000001642	zf-C2H2	ENSCAFP00000002395;	608906
Canis_familiaris	HOXD4	ENSCAFG00000013452	Homeobox	ENSCAFP00000019812;	-
Canis_familiaris	-	ENSCAFG00000016282	HMG	ENSCAFP00000042041;	-
Canis_familiaris	KMT2C	ENSCAFG00000004955	HMG	ENSCAFP00000007370;ENSCAFP00000040975;	611094
Canis_familiaris	IRX6	ENSCAFG00000009430	Homeobox	ENSCAFP00000013882;	487275
Canis_familiaris	EGR3	ENSCAFG00000009272	zf-C2H2	ENSCAFP00000013621;	486121
Canis_familiaris	ERG	ENSCAFG00000009912	ETS	ENSCAFP00000014613;	487760
Canis_familiaris	ZNF827	ENSCAFG00000007698	zf-C2H2	ENSCAFP00000011429;ENSCAFP00000011424;	610376
Canis_familiaris	ZFP36L2	ENSCAFG00000031079	zf-CCCH	ENSCAFP00000037474;	100856710
Canis_familiaris	ZBTB33	ENSCAFG00000023631	ZBTB	ENSCAFP00000031837;ENSCAFP00000031837;	100685062
Canis_familiaris	NR1H2	ENSCAFG00000003338	THR-like	ENSCAFP00000004950;	610057
Canis_familiaris	OSR2	ENSCAFG00000000493	zf-C2H2	ENSCAFP00000000717;	481980
Canis_familiaris	ZFAT	ENSCAFG00000001159	zf-C2H2	ENSCAFP00000001651;ENSCAFP00000001650;	482051
Canis_familiaris	-	ENSCAFG00000028552	Homeobox	ENSCAFP00000037534;	-
Canis_familiaris	-	ENSCAFG00000002797	zf-C2H2	ENSCAFP00000004129;	-
Canis_familiaris	-	ENSCAFG00000031958	zf-C2H2	ENSCAFP00000039562;	-
Canis_familiaris	NFIL3	ENSCAFG00000002169	TF_bZIP	ENSCAFP00000003162;	100855456
Canis_familiaris	NFATC1	ENSCAFG00000000011	RHD	ENSCAFP00000000012;ENSCAFP00000031585;	483925
Canis_familiaris	HAND2	ENSCAFG00000007858	bHLH	ENSCAFP00000011616;	-
Canis_familiaris	-	ENSCAFG00000031047	Homeobox	ENSCAFP00000037684;	-
Canis_familiaris	NFE2	ENSCAFG00000030927	TF_bZIP	ENSCAFP00000037844;	486495
Canis_familiaris	IKZF5	ENSCAFG00000030765	zf-C2H2	ENSCAFP00000035949;	611212
Canis_familiaris	ZNF614	ENSCAFG00000029079	zf-C2H2	ENSCAFP00000042380;	100685226
Canis_familiaris	KLF15	ENSCAFG00000003807	zf-C2H2	ENSCAFP00000005669;	609067
Canis_familiaris	ZNF793	ENSCAFG00000028694	zf-C2H2	ENSCAFP00000041222;	106559145
Canis_familiaris	GCFC2	ENSCAFG00000008156	GCFC	ENSCAFP00000012019;	483094
Canis_familiaris	MYRFL	ENSCAFG00000000439	NDT80/PhoG	ENSCAFP00000000642;	-
Canis_familiaris	ZNF599	ENSCAFG00000030117	zf-C2H2	ENSCAFP00000040746;	100683052
Canis_familiaris	PPARG	ENSCAFG00000004991	THR-like	ENSCAFP00000007423;	403606
Canis_familiaris	-	ENSCAFG00000030872	zf-C2H2	ENSCAFP00000041704;	102156338
Canis_familiaris	ZNF652	ENSCAFG00000016924	zf-C2H2	ENSCAFP00000024880;ENSCAFP00000040808;	491070
Canis_familiaris	ZNF582	ENSCAFG00000029312	zf-C2H2	ENSCAFP00000037975;	100686346
Canis_familiaris	ELF3	ENSCAFG00000010602	ETS	ENSCAFP00000015602;	490235
Canis_familiaris	NFKB1	ENSCAFG00000010730	RHD	ENSCAFP00000015815;	442859
Canis_familiaris	SP3	ENSCAFG00000013169	zf-C2H2	ENSCAFP00000019415;	-
Canis_familiaris	PRDM13	ENSCAFG00000023314	zf-C2H2	ENSCAFP00000031095;	-
Canis_familiaris	ZSCAN29	ENSCAFG00000012056	zf-C2H2	ENSCAFP00000017762;	100856740
Canis_familiaris	TCF21	ENSCAFG00000000205	bHLH	ENSCAFP00000000296;ENSCAFP00000042723;	483993
Canis_familiaris	THAP9	ENSCAFG00000009050	THAP	ENSCAFP00000040919;ENSCAFP00000013294;	487834
Canis_familiaris	RBPJ	ENSCAFG00000016387	CSL	ENSCAFP00000024121;	479122
Canis_familiaris	KLF9	ENSCAFG00000001867	zf-C2H2	ENSCAFP00000002735;	-
Canis_familiaris	NKX6-2	ENSCAFG00000029896	Homeobox	ENSCAFP00000042062;	100855708
Canis_familiaris	TAL2	ENSCAFG00000032112	bHLH	ENSCAFP00000035959;	100686129
Canis_familiaris	ZNF350	ENSCAFG00000003371	zf-C2H2	ENSCAFP00000036153;	-
Canis_familiaris	TCF7L1	ENSCAFG00000007832	HMG	ENSCAFP00000011603;ENSCAFP00000011599;	-
Canis_familiaris	FOXN2	ENSCAFG00000029603	Fork_head	ENSCAFP00000038348;	100856358
Canis_familiaris	ZNF41	ENSCAFG00000015031	zf-C2H2	ENSCAFP00000036411;	480899
Canis_familiaris	ELF1	ENSCAFG00000004817	ETS	ENSCAFP00000007194;	476936
Canis_familiaris	TCF15	ENSCAFG00000006930	bHLH	ENSCAFP00000010303;	609667
Canis_familiaris	TCF24	ENSCAFG00000029615	bHLH	ENSCAFP00000042455;	610102
Canis_familiaris	ZNF556	ENSCAFG00000032592	zf-C2H2	ENSCAFP00000040277;	-
Canis_familiaris	HMGB4	ENSCAFG00000003671	HMG	ENSCAFP00000038737;	609219
Canis_familiaris	LIN28B	ENSCAFG00000003598	CSD	ENSCAFP00000005361;	481943
Canis_familiaris	-	ENSCAFG00000023499	zf-C2H2	ENSCAFP00000040660;	479758
Canis_familiaris	MTA2	ENSCAFG00000015809	zf-GATA	ENSCAFP00000023249;	476057
Canis_familiaris	ATOH8	ENSCAFG00000007657	bHLH	ENSCAFP00000037444;ENSCAFP00000011349;	-
Canis_familiaris	LMX1B	ENSCAFG00000030076	Homeobox	ENSCAFP00000036707;	-
Canis_familiaris	-	ENSCAFG00000031506	zf-C2H2	ENSCAFP00000042433;	482938
Canis_familiaris	DMTF1	ENSCAFG00000001819	MYB	ENSCAFP00000002658;	475217
Canis_familiaris	HOXB13	ENSCAFG00000016870	Homeobox	ENSCAFP00000024813;ENSCAFP00000032374;	491060
Canis_familiaris	-	ENSCAFG00000029288	zf-C2H2	ENSCAFP00000036679;	-
Canis_familiaris	-	ENSCAFG00000032541	zf-C2H2	ENSCAFP00000042975;	-
Canis_familiaris	RCOR1	ENSCAFG00000018067	MYB	ENSCAFP00000026701;	612620
Canis_familiaris	POU2F1	ENSCAFG00000015512	Pou	ENSCAFP00000022885;ENSCAFP00000022894;	490360
Canis_familiaris	SOX9	ENSCAFG00000004374	HMG	ENSCAFP00000006510;	-
Canis_familiaris	ZBTB20	ENSCAFG00000010823	ZBTB	ENSCAFP00000015924;ENSCAFP00000015924;	-
Canis_familiaris	GSC	ENSCAFG00000017684	Homeobox	ENSCAFP00000026096;	-
Canis_familiaris	ZSCAN31	ENSCAFG00000032133	zf-C2H2	ENSCAFP00000036915;	106557539
Canis_familiaris	ZNF510	ENSCAFG00000029119	zf-C2H2	ENSCAFP00000041766;	100686031
Canis_familiaris	ZNF205	ENSCAFG00000023869	zf-C2H2	ENSCAFP00000028483;	479870
Canis_familiaris	ZNF169	ENSCAFG00000002224	zf-C2H2	ENSCAFP00000039575;	484204
Canis_familiaris	ZBTB2	ENSCAFG00000000422	ZBTB	ENSCAFP00000000611;ENSCAFP00000000611;	-
Canis_familiaris	ZXDC	ENSCAFG00000003826	zf-C2H2	ENSCAFP00000005698;	609097
Canis_familiaris	LHX4	ENSCAFG00000012750	Homeobox	ENSCAFP00000029157;	-
Canis_familiaris	-	ENSCAFG00000030907	Homeobox	ENSCAFP00000042688;	102155093
Canis_familiaris	BAZ2A	ENSCAFG00000000135	MBD	ENSCAFP00000000198;ENSCAFP00000037599;	481116
Canis_familiaris	MAFG	ENSCAFG00000005893	TF_bZIP	ENSCAFP00000008824;	607914
Canis_familiaris	MKRN2	ENSCAFG00000004967	zf-CCCH	ENSCAFP00000007389;	476531
Canis_familiaris	ZNF606	ENSCAFG00000029776	zf-C2H2	ENSCAFP00000037846;	484238
Canis_familiaris	-	ENSCAFG00000029167	zf-C2H2	ENSCAFP00000040191;	106559057
Canis_familiaris	ZNF71	ENSCAFG00000032211	zf-C2H2	ENSCAFP00000040556;	608859
Canis_familiaris	-	ENSCAFG00000030221	zf-C2H2	ENSCAFP00000042577;	611144
Canis_familiaris	-	ENSCAFG00000018391	zf-LITAF-like	ENSCAFP00000036520;	-
Canis_familiaris	ZNF787	ENSCAFG00000002481	zf-C2H2	ENSCAFP00000003619;	484286
Canis_familiaris	ZNF248	ENSCAFG00000009629	zf-C2H2	ENSCAFP00000037397;	479184
Canis_familiaris	HOXA13	ENSCAFG00000002970	Homeobox	ENSCAFP00000004403;	-
Canis_familiaris	PKNOX2	ENSCAFG00000010924	Homeobox	ENSCAFP00000016086;	479399
Canis_familiaris	MSX1	ENSCAFG00000015705	Homeobox	ENSCAFP00000023077;	-
Canis_familiaris	CREB5	ENSCAFG00000003005	TF_bZIP	ENSCAFP00000004477;	475266
Canis_familiaris	USF1	ENSCAFG00000012689	bHLH	ENSCAFP00000018688;	488646
Canis_familiaris	MEOX1	ENSCAFG00000014476	Homeobox	ENSCAFP00000036516;ENSCAFP00000021358;	607271
Canis_familiaris	GLMP	ENSCAFG00000016835	NCU-G1	ENSCAFP00000024753;	612143
Canis_familiaris	SP4	ENSCAFG00000002671	zf-C2H2	ENSCAFP00000003893;	482345
Canis_familiaris	TULP2	ENSCAFG00000003878	Tub	ENSCAFP00000005775;	484392
Canis_familiaris	-	ENSCAFG00000030979	zf-C2H2	ENSCAFP00000036932;	106559648
Canis_familiaris	ZNF653	ENSCAFG00000031712	zf-C2H2	ENSCAFP00000025556;	484939
Canis_familiaris	SREBF1	ENSCAFG00000018436	bHLH	ENSCAFP00000027222;ENSCAFP00000037612;	403475
Canis_familiaris	NFYA	ENSCAFG00000001580	NF-YA	ENSCAFP00000002295;	474897
Canis_familiaris	MTA1	ENSCAFG00000018428	zf-GATA	ENSCAFP00000027224;	480450
Canis_familiaris	JDP2	ENSCAFG00000017042	TF_bZIP	ENSCAFP00000025087;	611936
Canis_familiaris	ZNF789	ENSCAFG00000030977	zf-C2H2	ENSCAFP00000039210;ENSCAFP00000039265;	111089967
Canis_familiaris	-	ENSCAFG00000030667	zf-C2H2	ENSCAFP00000036418;	-
Canis_familiaris	RFX6	ENSCAFG00000000915	RFX	ENSCAFP00000001307;	484096
Canis_familiaris	RFX5	ENSCAFG00000012661	RFX	ENSCAFP00000018636;	483197
Canis_familiaris	NFAT5	ENSCAFG00000020254	RHD	ENSCAFP00000030051;	489734
Canis_familiaris	CAMTA2	ENSCAFG00000015674	CG-1	ENSCAFP00000023054;ENSCAFP00000038610;	489454
Canis_familiaris	-	ENSCAFG00000019080	ZBTB	ENSCAFP00000028146;ENSCAFP00000028146;	-
Canis_familiaris	MXD3	ENSCAFG00000016437	bHLH	ENSCAFP00000024190;	489093
Canis_familiaris	MAFA	ENSCAFG00000032457	TF_bZIP	ENSCAFP00000037494;	100684427
Canis_familiaris	CREB1	ENSCAFG00000013510	TF_bZIP	ENSCAFP00000037567;ENSCAFP00000019912;ENSCAFP00000019910;	607922
Canis_familiaris	-	ENSCAFG00000010392	zf-C2H2	ENSCAFP00000040360;	611218
Canis_familiaris	ZNF423	ENSCAFG00000009983	zf-C2H2	ENSCAFP00000014703;	487291
Canis_familiaris	DLX6	ENSCAFG00000002187	Homeobox	ENSCAFP00000003190;	-
Canis_familiaris	HIVEP3	ENSCAFG00000002576	zf-C2H2	ENSCAFP00000003747;	-
Canis_familiaris	HAND1	ENSCAFG00000017641	bHLH	ENSCAFP00000026018;	489164
Canis_familiaris	-	ENSCAFG00000030757	zf-C2H2	ENSCAFP00000038520;	-
Canis_familiaris	ZSCAN2	ENSCAFG00000012858	zf-C2H2	ENSCAFP00000041106;ENSCAFP00000018932;	488749
Canis_familiaris	ZNF648	ENSCAFG00000024596	zf-C2H2	ENSCAFP00000033589;	490306
Canis_familiaris	EBF1	ENSCAFG00000017318	COE	ENSCAFP00000025552;	479312
Canis_familiaris	ARX	ENSCAFG00000013545	Homeobox	ENSCAFP00000037383;ENSCAFP00000019946;	608251
Canis_familiaris	ZNF689	ENSCAFG00000016625	zf-C2H2	ENSCAFP00000024436;	-
Canis_familiaris	EGR2	ENSCAFG00000013049	zf-C2H2	ENSCAFP00000037099;ENSCAFP00000019211;	479219
Canis_familiaris	ELF4	ENSCAFG00000018735	ETS	ENSCAFP00000027643;	492129
Canis_familiaris	IRF5	ENSCAFG00000001611	IRF	ENSCAFP00000002347;ENSCAFP00000002345;	482264
Canis_familiaris	SP2	ENSCAFG00000016812	zf-C2H2	ENSCAFP00000036120;ENSCAFP00000024724;	100687491
Canis_familiaris	YBX3	ENSCAFG00000013401	CSD	ENSCAFP00000037091;ENSCAFP00000036426;ENSCAFP00000019747;	403728
Canis_familiaris	LBX1	ENSCAFG00000029111	Homeobox	ENSCAFP00000038383;	486850
Canis_familiaris	ZNF287	ENSCAFG00000017966	zf-C2H2	ENSCAFP00000026601;	489521
Canis_familiaris	-	ENSCAFG00000030545	Homeobox	ENSCAFP00000036589;	106557846
Canis_familiaris	CEBPE	ENSCAFG00000011433	TF_bZIP	ENSCAFP00000016806;	490607
Canis_familiaris	AFF1	ENSCAFG00000009476	AF-4	ENSCAFP00000013934;ENSCAFP00000013937;	100683405
Canis_familiaris	IRF6	ENSCAFG00000011971	IRF	ENSCAFP00000017629;ENSCAFP00000017624;	480015
Canis_familiaris	SOX13	ENSCAFG00000009614	HMG	ENSCAFP00000014141;	488562
Canis_familiaris	OVOL2	ENSCAFG00000005453	zf-C2H2	ENSCAFP00000040029;ENSCAFP00000008136;	485753
Canis_familiaris	HES5	ENSCAFG00000019421	bHLH	ENSCAFP00000028708;	489614
Canis_familiaris	ELK4	ENSCAFG00000010144	ETS	ENSCAFP00000014900;	488574
Canis_familiaris	AFF2	ENSCAFG00000019094	AF-4	ENSCAFP00000031601;ENSCAFP00000028170;	492193
Canis_familiaris	ZNF335	ENSCAFG00000009882	zf-C2H2	ENSCAFP00000014537;	485904
Canis_familiaris	ZNF548	ENSCAFG00000028833	zf-C2H2	ENSCAFP00000038643;	-
Canis_familiaris	JARID2	ENSCAFG00000009885	ARID	ENSCAFP00000037467;ENSCAFP00000014548;	478729
Canis_familiaris	ZNF436	ENSCAFG00000031798	zf-C2H2	ENSCAFP00000038658;	100684593
Canis_familiaris	ZNF407	ENSCAFG00000000022	zf-C2H2	ENSCAFP00000000034;	476164
Canis_familiaris	FLI1	ENSCAFG00000032412	ETS	ENSCAFP00000042024;	489286
Canis_familiaris	HIVEP2	ENSCAFG00000000300	zf-C2H2	ENSCAFP00000000417;	484014
Canis_familiaris	TBX2	ENSCAFG00000017745	T-box	ENSCAFP00000026180;ENSCAFP00000037090;	448779
Canis_familiaris	ZFP37	ENSCAFG00000028890	zf-C2H2	ENSCAFP00000042517;	111089991
Canis_familiaris	-	ENSCAFG00000030568	zf-C2H2	ENSCAFP00000036065;	106558995
Canis_familiaris	POU2F3	ENSCAFG00000011978	Pou	ENSCAFP00000041982;ENSCAFP00000017633;ENSCAFP00000036062;	610476
Canis_familiaris	-	ENSCAFG00000031349	Homeobox	ENSCAFP00000042890;ENSCAFP00000040136;	102154408
Canis_familiaris	-	ENSCAFG00000007099	IRF	ENSCAFP00000010534;	-
Canis_familiaris	HMX1	ENSCAFG00000014598	Homeobox	ENSCAFP00000021527;	-
Canis_familiaris	ZBTB6	ENSCAFG00000032570	ZBTB	ENSCAFP00000039698;ENSCAFP00000039698;	-
Canis_familiaris	VAX1	ENSCAFG00000011912	Homeobox	ENSCAFP00000017532;	486906
Canis_familiaris	BHLHE40	ENSCAFG00000005621	bHLH	ENSCAFP00000008387;	484680
Canis_familiaris	OLIG1	ENSCAFG00000031953	bHLH	ENSCAFP00000041648;	-
Canis_familiaris	ZNF397	ENSCAFG00000017918	zf-C2H2	ENSCAFP00000026466;	100686871
Canis_familiaris	MECOM	ENSCAFG00000014621	zf-C2H2	ENSCAFP00000021630;ENSCAFP00000021589;	488148
Canis_familiaris	ZSCAN22	ENSCAFG00000031654	zf-C2H2	ENSCAFP00000040781;	102151257
Canis_familiaris	MEOX2	ENSCAFG00000002420	Homeobox	ENSCAFP00000003518;	482329
Canis_familiaris	-	ENSCAFG00000013914	Homeobox	ENSCAFP00000020496;	-
Canis_familiaris	SIX2	ENSCAFG00000002550	Homeobox	ENSCAFP00000003716;	481357
Canis_familiaris	TBX18	ENSCAFG00000002987	T-box	ENSCAFP00000004433;	481903
Canis_familiaris	ZNF683	ENSCAFG00000012496	zf-C2H2	ENSCAFP00000030511;ENSCAFP00000018402;	487354
Canis_familiaris	HESX1	ENSCAFG00000007995	Homeobox	ENSCAFP00000011824;	484718
Canis_familiaris	-	ENSCAFG00000032479	zf-C2H2	ENSCAFP00000038192;	-
Canis_familiaris	VDR	ENSCAFG00000009103	THR-like	ENSCAFP00000013418;ENSCAFP00000038027;	486588
Canis_familiaris	TCF23	ENSCAFG00000030192	bHLH	ENSCAFP00000038096;	483008
Canis_familiaris	-	ENSCAFG00000023754	ZBTB	ENSCAFP00000015386;ENSCAFP00000015386;	487306
Canis_familiaris	ZNF713	ENSCAFG00000010094	zf-C2H2	ENSCAFP00000014838;	606818
Canis_familiaris	TULP3	ENSCAFG00000015618	Tub	ENSCAFP00000022958;	611832
Canis_familiaris	PBX2	ENSCAFG00000000783	Homeobox	ENSCAFP00000001119;	607695
Canis_familiaris	-	ENSCAFG00000002360	zf-C2H2	ENSCAFP00000003430;	484224
Canis_familiaris	ATOH7	ENSCAFG00000013555	bHLH	ENSCAFP00000019963;	489014
Canis_familiaris	ZNF654	ENSCAFG00000024833	zf-C2H2	ENSCAFP00000034099;	487673
Canis_familiaris	ZNF517	ENSCAFG00000029690	zf-C2H2	ENSCAFP00000037248;	102153851
Canis_familiaris	NFYC	ENSCAFG00000002827	NF-YC	ENSCAFP00000004175;	475312
Canis_familiaris	-	ENSCAFG00000031919	HSF	ENSCAFP00000039043;	-
Canis_familiaris	-	ENSCAFG00000029454	zf-C2H2	ENSCAFP00000040439;	-
Canis_familiaris	RELA	ENSCAFG00000013334	RHD	ENSCAFP00000019655;	483729
Canis_familiaris	ESRRG	ENSCAFG00000010767	ESR-like	ENSCAFP00000015853;ENSCAFP00000037484;	478961
Canis_familiaris	ZNF621	ENSCAFG00000032452	zf-C2H2	ENSCAFP00000037003;	-
Canis_familiaris	-	ENSCAFG00000014700	ZBTB	ENSCAFP00000021692;ENSCAFP00000021692;ENSCAFP00000032824;ENSCAFP00000032824;	488150
Canis_familiaris	SALL3	ENSCAFG00000000013	zf-C2H2	ENSCAFP00000000016;	607126
Canis_familiaris	HSF2	ENSCAFG00000000969	HSF	ENSCAFP00000001385;	476276
Canis_familiaris	ZNF211	ENSCAFG00000028864	zf-C2H2	ENSCAFP00000040128;	-
Canis_familiaris	L3MBTL3	ENSCAFG00000001115	zf-C2HC	ENSCAFP00000001573;	-
Canis_familiaris	NR1D1	ENSCAFG00000016150	THR-like	ENSCAFP00000023799;	100688236
Canis_familiaris	ZNF132	ENSCAFG00000029721	zf-C2H2	ENSCAFP00000042209;	100686012
Canis_familiaris	MIER3	ENSCAFG00000006929	MYB	ENSCAFP00000010304;ENSCAFP00000036069;	487215
Canis_familiaris	OTP	ENSCAFG00000009215	Homeobox	ENSCAFP00000013546;ENSCAFP00000040174;	-
Canis_familiaris	-	ENSCAFG00000016517	zf-C2H2	ENSCAFP00000024292;	-
Canis_familiaris	ZNF624	ENSCAFG00000030402	zf-C2H2	ENSCAFP00000039621;	489520
Canis_familiaris	ZNF382	ENSCAFG00000006524	zf-C2H2	ENSCAFP00000009793;ENSCAFP00000039188;	106557469
Canis_familiaris	-	ENSCAFG00000005471	CSD	ENSCAFP00000032040;	-
Canis_familiaris	-	ENSCAFG00000014496	zf-C2H2	ENSCAFP00000021399;	608296
Canis_familiaris	TUB	ENSCAFG00000006892	Tub	ENSCAFP00000041177;ENSCAFP00000010262;	485377
Canis_familiaris	ZNF74	ENSCAFG00000030432	zf-C2H2	ENSCAFP00000040988;	100684862
Canis_familiaris	PRRX2	ENSCAFG00000019983	Homeobox	ENSCAFP00000041679;ENSCAFP00000029607;	491298
Canis_familiaris	HMGXB4	ENSCAFG00000001732	HMG	ENSCAFP00000039792;ENSCAFP00000002519;	481285
Canis_familiaris	-	ENSCAFG00000019162	DM	ENSCAFP00000028266;	610652
Canis_familiaris	SMAD7	ENSCAFG00000019069	MH1	ENSCAFP00000028133;	490570
Canis_familiaris	-	ENSCAFG00000005162	CSD	ENSCAFP00000043141;	-
Canis_familiaris	LCORL	ENSCAFG00000016672	HTH	ENSCAFP00000024519;	-
Canis_familiaris	ZNF692	ENSCAFG00000003155	zf-C2H2	ENSCAFP00000004705;ENSCAFP00000036239;	482698
Canis_familiaris	ID4	ENSCAFG00000010205	bHLH	ENSCAFP00000014976;	-
Canis_familiaris	HOXA7	ENSCAFG00000002957	Homeobox	ENSCAFP00000004385;	482371
Canis_familiaris	HOXC12	ENSCAFG00000006645	Homeobox	ENSCAFP00000009931;	486502
Canis_familiaris	-	ENSCAFG00000025398	TF_bZIP	ENSCAFP00000037198;	-
Canis_familiaris	ZNF639	ENSCAFG00000011279	zf-C2H2	ENSCAFP00000016596;	-
Canis_familiaris	BCL6B	ENSCAFG00000015968	ZBTB	ENSCAFP00000023501;ENSCAFP00000023501;	489459
Canis_familiaris	-	ENSCAFG00000009671	THR-like	ENSCAFP00000014220;	607038
Canis_familiaris	PHOX2B	ENSCAFG00000001795	Homeobox	ENSCAFP00000002612;	610284
Canis_familiaris	-	ENSCAFG00000023007	zf-C2H2	ENSCAFP00000028299;	-
Canis_familiaris	NPAS1	ENSCAFG00000032405	bHLH	ENSCAFP00000041248;	484424
Canis_familiaris	NKX3-2	ENSCAFG00000015412	Homeobox	ENSCAFP00000022688;	488822
Canis_familiaris	PPARA	ENSCAFG00000000788	THR-like	ENSCAFP00000001118;	403654
Canis_familiaris	MSC	ENSCAFG00000007923	bHLH	ENSCAFP00000011719;	486992
Canis_familiaris	ISL1	ENSCAFG00000018449	Homeobox	ENSCAFP00000027248;	612954
Canis_familiaris	THAP2	ENSCAFG00000000456	THAP	ENSCAFP00000000673;	100683172
Canis_familiaris	CREB3L3	ENSCAFG00000019126	TF_bZIP	ENSCAFP00000036904;ENSCAFP00000028224;	-
Canis_familiaris	TRPS1	ENSCAFG00000000810	zf-GATA	ENSCAFP00000001166;	482018
Canis_familiaris	CBFB	ENSCAFG00000020389	CBF	ENSCAFP00000030239;	479690
Canis_familiaris	SHOX	ENSCAFG00000010966	Homeobox	ENSCAFP00000016165;	491706
Canis_familiaris	-	ENSCAFG00000032749	zf-C2H2	ENSCAFP00000038222;	-
Canis_familiaris	ZNF467	ENSCAFG00000004465	zf-C2H2	ENSCAFP00000006662;	482787
Canis_familiaris	SAMD11	ENSCAFG00000019373	SAND	ENSCAFP00000040411;	479576
Canis_familiaris	ZBTB7B	ENSCAFG00000017124	ZBTB	ENSCAFP00000025222;ENSCAFP00000025222;ENSCAFP00000042450;	490437
Canis_familiaris	AIRE	ENSCAFG00000010724	SAND	ENSCAFP00000015791;	487796
Canis_familiaris	FOXI3	ENSCAFG00000031026	Fork_head	ENSCAFP00000043063;ENSCAFP00000041322;	483075
Canis_familiaris	-	ENSCAFG00000032585	zf-C2H2	ENSCAFP00000036670;	100684878
Canis_familiaris	ZNF202	ENSCAFG00000011509	zf-C2H2	ENSCAFP00000016924;	489351
Canis_familiaris	ZNF229	ENSCAFG00000030170	zf-C2H2	ENSCAFP00000038804;	106557467
Canis_familiaris	-	ENSCAFG00000017186	DM	ENSCAFP00000043203;	491957
